#format table ## [WaveView Analyzer] saved 00:06:11 Sat Jan  3 2015
TIME ,v(fgnd):pwidth=4.3e-08 ,v(fgnd):pwidth=8.6e-08 ,v(fgnd):pwidth=1.29e-07 ,v(fgnd):pwidth=1.72e-07 ,v(fgnd):pwidth=2.15e-07 ,v(fgnd):pwidth=2.58e-07 ,v(fgnd):pwidth=3.01e-07 ,v(fgnd):pwidth=3.44e-07 ,v(fgnd):pwidth=3.87e-07 ,v(fgnd):pwidth=4.3e-07 ,v(fgnd):pwidth=4.73e-07 ,v(fgnd):pwidth=5.16e-07 ,v(fgnd):pwidth=5.59e-07 ,v(fgnd):pwidth=6.02e-07 ,v(fgnd):pwidth=6.45e-07 ,v(fgnd):pwidth=6.88e-07 ,v(fgnd):pwidth=7.31e-07 ,v(fgnd):pwidth=7.74e-07 ,v(fgnd):pwidth=8.17e-07 ,v(fgnd):pwidth=8.6e-07 ,v(fgnd):pwidth=9.03e-07 ,v(fgnd):pwidth=9.46e-07 ,v(fgnd):pwidth=9.89e-07 ,v(fgnd):pwidth=1.032e-06 ,v(fgnd):pwidth=1.075e-06 ,v(fgnd):pwidth=1.118e-06 ,v(fgnd):pwidth=1.161e-06 ,v(fgnd):pwidth=1.204e-06 ,v(fgnd):pwidth=1.247e-06 ,v(fgnd):pwidth=1.29e-06 ,v(fgnd):pwidth=1.333e-06 ,v(fgnd):pwidth=1.376e-06 ,v(fgnd):pwidth=1.419e-06 ,v(fgnd):pwidth=1.462e-06 ,v(fgnd):pwidth=1.505e-06 ,v(fgnd):pwidth=1.548e-06 ,v(fgnd):pwidth=1.591e-06 ,v(fgnd):pwidth=1.634e-06 ,v(fgnd):pwidth=1.677e-06 ,v(fgnd):pwidth=1.72e-06 ,v(fgnd):pwidth=1.763e-06 ,v(fgnd):pwidth=1.806e-06 ,v(fgnd):pwidth=1.849e-06 ,v(fgnd):pwidth=1.892e-06 ,v(fgnd):pwidth=1.935e-06 ,v(fgnd):pwidth=1.978e-06 ,v(fgnd):pwidth=2.021e-06 ,v(fgnd):pwidth=2.064e-06 ,v(fgnd):pwidth=2.107e-06 ,v(fgnd):pwidth=2.15e-06 
 2.7803966E-11 , 3.2988365E-01 , 2.7497282E-01 , 2.6296097E-01 , 2.5189816E-01 , 2.4642089E-01 , 2.3552874E-01 , 2.2030253E-01 , 2.0877915E-01 , 1.9674767E-01 , 1.8513801E-01 , 1.7437330E-01 , 1.6430986E-01 , 1.5505366E-01 , 1.4489357E-01 , 1.3547737E-01 , 1.2660853E-01 , 1.1796733E-01 , 1.0979969E-01 , 1.0192543E-01 , 9.4977634E-02 , 8.9722012E-02 , 8.4912157E-02 , 7.9963395E-02 , 7.2609972E-02 , 6.5998640E-02 , 6.1299743E-02 , 5.6388509E-02 , 4.7216360E-02 , 4.3586551E-02 , 3.9848526E-02 , 3.5405724E-02 , 3.1177075E-02 , 2.5762258E-02 , 2.3049105E-02 , 1.8743249E-02 , 1.5716068E-02 , 8.8213729E-03 , 3.7090112E-03 , 2.3142419E-03 ,-7.4430778E-04 ,-5.1252997E-03 ,-8.2231527E-03 ,-1.1239912E-02 ,-1.4563340E-02 ,-1.9026067E-02 ,-1.6652295E-02 ,-1.7806736E-02 ,-1.9658196E-02 ,-2.1389272E-02 ,-2.3259174E-02 
 2.7806472E-11 , 3.2989611E-01 , 2.7505662E-01 , 2.6307088E-01 , 2.5200766E-01 , 2.4652924E-01 , 2.3562349E-01 , 2.2042876E-01 , 2.0886263E-01 , 1.9682636E-01 , 1.8521846E-01 , 1.7442699E-01 , 1.6435873E-01 , 1.5509452E-01 , 1.4493428E-01 , 1.3551844E-01 , 1.2664802E-01 , 1.1800763E-01 , 1.0984179E-01 , 1.0196767E-01 , 9.5017220E-02 , 8.9747650E-02 , 8.4951684E-02 , 8.0004634E-02 , 7.2651871E-02 , 6.6034132E-02 , 6.1334155E-02 , 5.6424243E-02 , 4.7257355E-02 , 4.3618540E-02 , 3.9886034E-02 , 3.5441996E-02 , 3.1213357E-02 , 2.5803205E-02 , 2.3077016E-02 , 1.8772588E-02 , 1.5756848E-02 , 8.8528657E-03 , 3.7382539E-03 , 2.3510788E-03 ,-7.0379998E-04 ,-5.0960866E-03 ,-8.1934923E-03 ,-1.1210113E-02 ,-1.4534096E-02 ,-1.8996942E-02 ,-1.6612834E-02 ,-1.7767633E-02 ,-1.9619543E-02 ,-2.1350936E-02 ,-2.3227072E-02 
 2.7818260E-11 , 3.2995467E-01 , 2.7545064E-01 , 2.6358772E-01 , 2.5252255E-01 , 2.4703876E-01 , 2.3606908E-01 , 2.2102234E-01 , 2.0925520E-01 , 1.9719640E-01 , 1.8559681E-01 , 1.7467949E-01 , 1.6458851E-01 , 1.5528663E-01 , 1.4512574E-01 , 1.3571160E-01 , 1.2683372E-01 , 1.1819717E-01 , 1.1003978E-01 , 1.0216632E-01 , 9.5203368E-02 , 8.9868211E-02 , 8.5137557E-02 , 8.0198556E-02 , 7.2816273E-02 , 6.6201035E-02 , 6.1495973E-02 , 5.6592280E-02 , 4.7450131E-02 , 4.3768962E-02 , 4.0062415E-02 , 3.5612562E-02 , 3.1383972E-02 , 2.5995759E-02 , 2.3208262E-02 , 1.8910555E-02 , 1.5948611E-02 , 9.0009584E-03 , 3.8757653E-03 , 2.5243015E-03 ,-5.1331521E-04 ,-4.9587146E-03 ,-8.0540165E-03 ,-1.1069989E-02 ,-1.4396582E-02 ,-1.8859988E-02 ,-1.6427269E-02 ,-1.7583753E-02 ,-1.9437783E-02 ,-2.1170666E-02 ,-2.3076113E-02 
 2.7844583E-11 , 3.3008545E-01 , 2.7633054E-01 , 2.6474191E-01 , 2.5367235E-01 , 2.4817656E-01 , 2.3706412E-01 , 2.2234788E-01 , 2.1013185E-01 , 1.9802273E-01 , 1.8644171E-01 , 1.7524335E-01 , 1.6510166E-01 , 1.5571564E-01 , 1.4555327E-01 , 1.3614296E-01 , 1.2724841E-01 , 1.1862042E-01 , 1.1048190E-01 , 1.0260992E-01 , 9.5619058E-02 , 9.0137437E-02 , 8.5552632E-02 , 8.0631606E-02 , 7.3183401E-02 , 6.6573746E-02 , 6.1857332E-02 , 5.6967525E-02 , 4.7880622E-02 , 4.4104873E-02 , 4.0456293E-02 , 3.5993457E-02 , 3.1764973E-02 , 2.6425752E-02 , 2.3501351E-02 , 1.9218651E-02 , 1.6376840E-02 , 9.3316660E-03 , 4.1828438E-03 , 2.9111271E-03 ,-8.7941277E-05 ,-4.6519474E-03 ,-7.7425514E-03 ,-1.0757075E-02 ,-1.4089499E-02 ,-1.8554154E-02 ,-1.6012881E-02 ,-1.7173129E-02 ,-1.9031892E-02 ,-2.0827209E-02 ,-2.2739003E-02 
 2.7847079E-11 , 3.3009785E-01 , 2.7641398E-01 , 2.6485136E-01 , 2.5378139E-01 , 2.4828446E-01 , 2.3715848E-01 , 2.2247358E-01 , 2.1021499E-01 , 1.9810109E-01 , 1.8652183E-01 , 1.7529683E-01 , 1.6515032E-01 , 1.5575633E-01 , 1.4559382E-01 , 1.3618386E-01 , 1.2728773E-01 , 1.1866056E-01 , 1.1052383E-01 , 1.0265199E-01 , 9.5658480E-02 , 9.0162969E-02 , 8.5591995E-02 , 8.0672674E-02 , 7.3218217E-02 , 6.6609091E-02 , 6.1891601E-02 , 5.7003110E-02 , 4.7921447E-02 , 4.4136728E-02 , 4.0493646E-02 , 3.6029578E-02 , 3.1801104E-02 , 2.6466530E-02 , 2.3529146E-02 , 1.9247869E-02 , 1.6417450E-02 , 9.3630281E-03 , 4.2119650E-03 , 2.9478110E-03 ,-4.7601677E-05 ,-4.6228557E-03 ,-7.7130141E-03 ,-1.0727401E-02 ,-1.4060377E-02 ,-1.8525150E-02 ,-1.5973584E-02 ,-1.7134188E-02 ,-1.8998682E-02 ,-2.0794638E-02 ,-2.2707034E-02 
 2.7850207E-11 , 3.3011339E-01 , 2.7651854E-01 , 2.6498850E-01 , 2.5391802E-01 , 2.4841965E-01 , 2.3727671E-01 , 2.2263108E-01 , 2.1031916E-01 , 1.9819927E-01 , 1.8662223E-01 , 1.7536383E-01 , 1.6521129E-01 , 1.5580730E-01 , 1.4564462E-01 , 1.3623512E-01 , 1.2733701E-01 , 1.1871085E-01 , 1.1057637E-01 , 1.0270470E-01 , 9.5707873E-02 , 9.0194959E-02 , 8.5641315E-02 , 8.0715592E-02 , 7.3261840E-02 , 6.6653377E-02 , 6.1934538E-02 , 5.7047697E-02 , 4.7972598E-02 , 4.4176641E-02 , 4.0540447E-02 , 3.6074837E-02 , 3.1846375E-02 , 2.6517623E-02 , 2.3563971E-02 , 1.9284477E-02 , 1.6468333E-02 , 9.4023233E-03 , 4.2484526E-03 , 2.9937743E-03 , 2.9419630E-06 ,-4.5864051E-03 ,-7.6760053E-03 ,-1.0690220E-02 ,-1.4023889E-02 ,-1.8488811E-02 ,-1.5924346E-02 ,-1.7085397E-02 ,-1.8957073E-02 ,-2.0753827E-02 ,-2.2666978E-02 
 2.7857130E-11 , 3.3014778E-01 , 2.7674996E-01 , 2.6529207E-01 , 2.5422043E-01 , 2.4871891E-01 , 2.3753843E-01 , 2.2297972E-01 , 2.1054973E-01 , 1.9841661E-01 , 1.8684445E-01 , 1.7551213E-01 , 1.6534626E-01 , 1.5592014E-01 , 1.4575707E-01 , 1.3634857E-01 , 1.2744608E-01 , 1.1882217E-01 , 1.1069265E-01 , 1.0282138E-01 , 9.5817206E-02 , 9.0265770E-02 , 8.5750487E-02 , 8.0810592E-02 , 7.3358401E-02 , 6.6751406E-02 , 6.2029581E-02 , 5.7146393E-02 , 4.8085824E-02 , 4.4264991E-02 , 4.0644043E-02 , 3.6175018E-02 , 3.1946585E-02 , 2.6630718E-02 , 2.3641058E-02 , 1.9401964E-02 , 1.6580964E-02 , 9.4893046E-03 , 4.3292190E-03 , 3.0955155E-03 , 1.1482198E-04 ,-4.5057205E-03 ,-7.5940851E-03 ,-1.0607919E-02 ,-1.3943121E-02 ,-1.8408371E-02 ,-1.5815355E-02 ,-1.6977396E-02 ,-1.8864969E-02 ,-2.0663493E-02 ,-2.2578313E-02 
 2.7871056E-11 , 3.3021697E-01 , 2.7721548E-01 , 2.6590270E-01 , 2.5482875E-01 , 2.4932088E-01 , 2.3806486E-01 , 2.2368101E-01 , 2.1101354E-01 , 1.9885379E-01 , 1.8729145E-01 , 1.7581045E-01 , 1.6561774E-01 , 1.5614712E-01 , 1.4598326E-01 , 1.3657678E-01 , 1.2766547E-01 , 1.1904610E-01 , 1.1092656E-01 , 1.0305607E-01 , 9.6037132E-02 , 9.0408207E-02 , 8.5970088E-02 , 8.1001688E-02 , 7.3552635E-02 , 6.6948594E-02 , 6.2220762E-02 , 5.7356338E-02 , 4.8313581E-02 , 4.4442709E-02 , 4.0852430E-02 , 3.6376535E-02 , 3.2148158E-02 , 2.6858211E-02 , 2.3796121E-02 , 1.9638291E-02 , 1.6807524E-02 , 9.6642698E-03 , 4.4916828E-03 , 3.3001706E-03 , 3.3987153E-04 ,-4.3434213E-03 ,-7.4293005E-03 ,-1.0442368E-02 ,-1.3780654E-02 ,-1.8246566E-02 ,-1.5596118E-02 ,-1.6760150E-02 ,-1.8679700E-02 ,-2.0481782E-02 ,-2.2399961E-02 
 2.7872617E-11 , 3.3022473E-01 , 2.7726767E-01 , 2.6597116E-01 , 2.5489695E-01 , 2.4938837E-01 , 2.3812388E-01 , 2.2375963E-01 , 2.1106553E-01 , 1.9890280E-01 , 1.8734156E-01 , 1.7584389E-01 , 1.6564818E-01 , 1.5617256E-01 , 1.4600862E-01 , 1.3660236E-01 , 1.2769007E-01 , 1.1907121E-01 , 1.1095279E-01 , 1.0308238E-01 , 9.6061787E-02 , 9.0424176E-02 , 8.5994706E-02 , 8.1023111E-02 , 7.3574410E-02 , 6.6970700E-02 , 6.2242195E-02 , 5.7379874E-02 , 4.8339114E-02 , 4.4462632E-02 , 4.0875791E-02 , 3.6399126E-02 , 3.2170756E-02 , 2.6883715E-02 , 2.3813504E-02 , 1.9664785E-02 , 1.6832923E-02 , 9.6838847E-03 , 4.5098963E-03 , 3.3231140E-03 , 3.6510130E-04 ,-4.3252264E-03 ,-7.4108269E-03 ,-1.0423808E-02 ,-1.3762440E-02 ,-1.8228426E-02 ,-1.5571540E-02 ,-1.6738862E-02 ,-1.8658930E-02 ,-2.0461411E-02 ,-2.2379966E-02 
 2.7876442E-11 , 3.3024373E-01 , 2.7739554E-01 , 2.6613888E-01 , 2.5506403E-01 , 2.4955370E-01 , 2.3826848E-01 , 2.2395225E-01 , 2.1119292E-01 , 1.9902288E-01 , 1.8746434E-01 , 1.7592583E-01 , 1.6572275E-01 , 1.5623490E-01 , 1.4607074E-01 , 1.3666505E-01 , 1.2775033E-01 , 1.1913271E-01 , 1.1101703E-01 , 1.0314684E-01 , 9.6122193E-02 , 9.0463298E-02 , 8.6055023E-02 , 8.1075598E-02 , 7.3627759E-02 , 6.7024861E-02 , 6.2294706E-02 , 5.7437538E-02 , 4.8401671E-02 , 4.4525799E-02 , 4.0933027E-02 , 3.6454476E-02 , 3.2226121E-02 , 2.6946199E-02 , 2.3856094E-02 , 1.9729695E-02 , 1.6895150E-02 , 9.7319412E-03 , 4.5545192E-03 , 3.3793253E-03 , 4.2691424E-04 ,-4.2806487E-03 ,-7.3655665E-03 ,-1.0378337E-02 ,-1.3717817E-02 ,-1.8183984E-02 ,-1.5511324E-02 ,-1.6686705E-02 ,-1.8608043E-02 ,-2.0411501E-02 ,-2.2330980E-02 
 2.7882347E-11 , 3.3027307E-01 , 2.7759292E-01 , 2.6639780E-01 , 2.5532197E-01 , 2.4980895E-01 , 2.3849169E-01 , 2.2424961E-01 , 2.1138958E-01 , 1.9920825E-01 , 1.8765388E-01 , 1.7605232E-01 , 1.6583786E-01 , 1.5633114E-01 , 1.4616665E-01 , 1.3676181E-01 , 1.2784335E-01 , 1.1922766E-01 , 1.1111622E-01 , 1.0324636E-01 , 9.6215445E-02 , 9.0523694E-02 , 8.6148137E-02 , 8.1156626E-02 , 7.3710117E-02 , 6.7108471E-02 , 6.2375770E-02 , 5.7526558E-02 , 4.8498243E-02 , 4.4623314E-02 , 4.1021386E-02 , 3.6539922E-02 , 3.2311591E-02 , 2.7042660E-02 , 2.3921843E-02 , 1.9829902E-02 , 1.6991215E-02 , 9.8061292E-03 , 4.6234064E-03 , 3.4661023E-03 , 5.2233884E-04 ,-4.2118313E-03 ,-7.2956952E-03 ,-1.0308141E-02 ,-1.3648928E-02 ,-1.8115376E-02 ,-1.5430064E-02 ,-1.6606188E-02 ,-1.8529486E-02 ,-2.0334453E-02 ,-2.2255355E-02 
 2.7883022E-11 , 3.3027642E-01 , 2.7761548E-01 , 2.6642739E-01 , 2.5535145E-01 , 2.4983812E-01 , 2.3851720E-01 , 2.2428359E-01 , 2.1141206E-01 , 1.9922944E-01 , 1.8767554E-01 , 1.7606678E-01 , 1.6585102E-01 , 1.5634214E-01 , 1.4617761E-01 , 1.3677287E-01 , 1.2785398E-01 , 1.1923851E-01 , 1.1112755E-01 , 1.0325773E-01 , 9.6226102E-02 , 9.0530596E-02 , 8.6158778E-02 , 8.1165886E-02 , 7.3719529E-02 , 6.7118026E-02 , 6.2385034E-02 , 5.7536731E-02 , 4.8505367E-02 , 4.4634458E-02 , 4.1031484E-02 , 3.6549687E-02 , 3.2321359E-02 , 2.7053684E-02 , 2.3929357E-02 , 1.9841353E-02 , 1.7002193E-02 , 9.8146073E-03 , 4.6312787E-03 , 3.4760190E-03 , 5.3324371E-04 ,-4.2039670E-03 ,-7.2877105E-03 ,-1.0300119E-02 ,-1.3641056E-02 ,-1.8107536E-02 ,-1.5420778E-02 ,-1.6596987E-02 ,-1.8520508E-02 ,-2.0325648E-02 ,-2.2246713E-02 
 2.7908047E-11 , 3.3040075E-01 , 2.7845201E-01 , 2.6752467E-01 , 2.5644458E-01 , 2.5091983E-01 , 2.3946319E-01 , 2.2554378E-01 , 2.1224550E-01 , 2.0001503E-01 , 1.8821787E-01 , 1.7660284E-01 , 1.6633887E-01 , 1.5675001E-01 , 1.4658407E-01 , 1.3718296E-01 , 1.2824823E-01 , 1.1964090E-01 , 1.1154788E-01 , 1.0367947E-01 , 9.6621301E-02 , 9.0786551E-02 , 8.6553392E-02 , 8.1509277E-02 , 7.4068560E-02 , 6.7472365E-02 , 6.2728579E-02 , 5.7913994E-02 , 4.8769565E-02 , 4.5047722E-02 , 4.1405946E-02 , 3.6911805E-02 , 3.2683579E-02 , 2.7462481E-02 , 2.4207998E-02 , 2.0266024E-02 , 1.7409313E-02 , 1.0129013E-02 , 4.9232197E-03 , 3.8437761E-03 , 9.3764890E-04 ,-3.9123218E-03 ,-6.9915990E-03 ,-1.0002631E-02 ,-1.3349109E-02 ,-1.7816777E-02 ,-1.5076402E-02 ,-1.6255759E-02 ,-1.8187587E-02 ,-1.9999121E-02 ,-2.1926222E-02 
 2.7910856E-11 , 3.3041470E-01 , 2.7854589E-01 , 2.6764782E-01 , 2.5656726E-01 , 2.5104123E-01 , 2.3956936E-01 , 2.2568521E-01 , 2.1233903E-01 , 2.0010320E-01 , 1.8827873E-01 , 1.7666300E-01 , 1.6639362E-01 , 1.5679578E-01 , 1.4662969E-01 , 1.3722898E-01 , 1.2829247E-01 , 1.1968606E-01 , 1.1159506E-01 , 1.0372680E-01 , 9.6665653E-02 , 9.0815276E-02 , 8.6597679E-02 , 8.1547816E-02 , 7.4107731E-02 , 6.7512131E-02 , 6.2767135E-02 , 5.7956334E-02 , 4.8799216E-02 , 4.5094102E-02 , 4.1447971E-02 , 3.6952444E-02 , 3.2724230E-02 , 2.7508359E-02 , 2.4255803E-02 , 2.0313683E-02 , 1.7455003E-02 , 1.0164298E-02 , 4.9559837E-03 , 3.8850487E-03 , 9.8303445E-04 ,-3.8795911E-03 ,-6.9583670E-03 ,-9.9692441E-03 ,-1.3316345E-02 ,-1.7784146E-02 ,-1.5037754E-02 ,-1.6217463E-02 ,-1.8150223E-02 ,-1.9962476E-02 ,-2.1890254E-02 
 2.7925686E-11 , 3.3048838E-01 , 2.7904162E-01 , 2.6829808E-01 , 2.5721505E-01 , 2.5168226E-01 , 2.4012996E-01 , 2.2612573E-01 , 2.1283294E-01 , 2.0056875E-01 , 1.8860013E-01 , 1.7698068E-01 , 1.6668272E-01 , 1.5703748E-01 , 1.4687056E-01 , 1.3747200E-01 , 1.2852611E-01 , 1.1992452E-01 , 1.1184415E-01 , 1.0397672E-01 , 9.6899852E-02 , 9.0966958E-02 , 8.6831531E-02 , 8.1751313E-02 , 7.4314570E-02 , 6.7722116E-02 , 6.2970724E-02 , 5.8179904E-02 , 4.8955782E-02 , 4.5339007E-02 , 4.1669881E-02 , 3.7167039E-02 , 3.2938885E-02 , 2.7750617E-02 , 2.4508232E-02 , 2.0565348E-02 , 1.7696266E-02 , 1.0350618E-02 , 5.1289910E-03 , 4.1029855E-03 , 1.2226892E-03 ,-3.7067591E-03 ,-6.7828882E-03 ,-9.7929492E-03 ,-1.3143335E-02 ,-1.7611839E-02 ,-1.4833673E-02 ,-1.6015248E-02 ,-1.7952930E-02 ,-1.9768972E-02 ,-2.1700327E-02 
 2.7931064E-11 , 3.3054799E-01 , 2.7922138E-01 , 2.6853388E-01 , 2.5744996E-01 , 2.5191471E-01 , 2.4033325E-01 , 2.2628547E-01 , 2.1301203E-01 , 2.0073756E-01 , 1.8871667E-01 , 1.7709588E-01 , 1.6678755E-01 , 1.5712513E-01 , 1.4695791E-01 , 1.3756013E-01 , 1.2861083E-01 , 1.2001099E-01 , 1.1193447E-01 , 1.0406735E-01 , 9.6984776E-02 , 9.1021960E-02 , 8.6916330E-02 , 8.1825104E-02 , 7.4389573E-02 , 6.7798260E-02 , 6.3044548E-02 , 5.8260973E-02 , 4.9012556E-02 , 4.5427813E-02 , 4.1750349E-02 , 3.7244855E-02 , 3.3016722E-02 , 2.7838463E-02 , 2.4599767E-02 , 2.0656605E-02 , 1.7783752E-02 , 1.0418180E-02 , 5.1917262E-03 , 4.1820127E-03 , 1.3095918E-03 ,-3.6440875E-03 ,-6.7192568E-03 ,-9.7290220E-03 ,-1.3080598E-02 ,-1.7549359E-02 ,-1.4759671E-02 ,-1.5941921E-02 ,-1.7881389E-02 ,-1.9698805E-02 ,-2.1631456E-02 
 2.7946544E-11 , 3.3071959E-01 , 2.7973886E-01 , 2.6921266E-01 , 2.5812617E-01 , 2.5258386E-01 , 2.4091844E-01 , 2.2674531E-01 , 2.1352761E-01 , 2.0122354E-01 , 1.8905216E-01 , 1.7742749E-01 , 1.6708934E-01 , 1.5737744E-01 , 1.4720935E-01 , 1.3781381E-01 , 1.2885471E-01 , 1.2025991E-01 , 1.1219449E-01 , 1.0427059E-01 , 9.7229248E-02 , 9.1180295E-02 , 8.7160440E-02 , 8.2037528E-02 , 7.4605486E-02 , 6.8017455E-02 , 6.3257067E-02 , 5.8494350E-02 , 4.9175990E-02 , 4.5683460E-02 , 4.1981993E-02 , 3.7468863E-02 , 3.3240793E-02 , 2.8091347E-02 , 2.4863270E-02 , 2.0919308E-02 , 1.8035598E-02 , 1.0612673E-02 , 5.3723225E-03 , 4.4095092E-03 , 1.5597590E-03 ,-3.4636743E-03 ,-6.5360807E-03 ,-9.5449940E-03 ,-1.2899999E-02 ,-1.7369494E-02 ,-1.4546638E-02 ,-1.5730836E-02 ,-1.7675442E-02 ,-1.9496814E-02 ,-2.1433199E-02 
 2.7977162E-11 , 3.3105898E-01 , 2.8076234E-01 , 2.7055518E-01 , 2.5946360E-01 , 2.5390732E-01 , 2.4207585E-01 , 2.2765480E-01 , 2.1454731E-01 , 2.0218470E-01 , 1.8971570E-01 , 1.7808336E-01 , 1.6768622E-01 , 1.5787645E-01 , 1.4770664E-01 , 1.3831555E-01 , 1.2933706E-01 , 1.2075223E-01 , 1.1270876E-01 , 1.0467257E-01 , 9.7712768E-02 , 9.1493452E-02 , 8.7643245E-02 , 8.2457663E-02 , 7.5032520E-02 , 6.8450983E-02 , 6.3677390E-02 , 5.8955926E-02 , 4.9499233E-02 , 4.6189083E-02 , 4.2440142E-02 , 3.7911909E-02 , 3.3683964E-02 , 2.8591504E-02 , 2.5384428E-02 , 2.1438886E-02 , 1.8533702E-02 , 1.0997344E-02 , 5.7295081E-03 , 4.8594547E-03 , 2.0545428E-03 ,-3.1068507E-03 ,-6.1737926E-03 ,-9.1810211E-03 ,-1.2542807E-02 ,-1.6836561E-02 ,-1.4125300E-02 ,-1.5313348E-02 ,-1.7268117E-02 ,-1.9097313E-02 ,-2.1041082E-02 
 2.7980840E-11 , 3.3109974E-01 , 2.8088527E-01 , 2.7071643E-01 , 2.5962424E-01 , 2.5406629E-01 , 2.4221487E-01 , 2.2776404E-01 , 2.1466979E-01 , 2.0230015E-01 , 1.8979540E-01 , 1.7816214E-01 , 1.6775791E-01 , 1.5793639E-01 , 1.4776638E-01 , 1.3837581E-01 , 1.2939500E-01 , 1.2081137E-01 , 1.1275584E-01 , 1.0472085E-01 , 9.7770845E-02 , 9.1531066E-02 , 8.7701236E-02 , 8.2508127E-02 , 7.5083813E-02 , 6.8503056E-02 , 6.3727877E-02 , 5.9011367E-02 , 4.9538058E-02 , 4.6249815E-02 , 4.2495172E-02 , 3.7965125E-02 , 3.3737194E-02 , 2.8651580E-02 , 2.5447026E-02 , 2.1501295E-02 , 1.8593531E-02 , 1.1043548E-02 , 5.7724108E-03 , 4.9134992E-03 , 2.1139729E-03 ,-3.0639914E-03 ,-6.1302769E-03 ,-9.1373031E-03 ,-1.2499903E-02 ,-1.6772549E-02 ,-1.4074691E-02 ,-1.5263202E-02 ,-1.7219192E-02 ,-1.9049327E-02 ,-2.0993983E-02 
 2.7996716E-11 , 3.3127572E-01 , 2.8141597E-01 , 2.7141256E-01 , 2.6031773E-01 , 2.5475254E-01 , 2.4281501E-01 , 2.2823563E-01 , 2.1519853E-01 , 2.0279854E-01 , 1.9013946E-01 , 1.7850222E-01 , 1.6806740E-01 , 1.5819514E-01 , 1.4802424E-01 , 1.3863598E-01 , 1.2964511E-01 , 1.2106665E-01 , 1.1295909E-01 , 1.0492929E-01 , 9.8021563E-02 , 9.1693447E-02 , 8.7951584E-02 , 8.2725978E-02 , 7.5305241E-02 , 6.8727852E-02 , 6.3945825E-02 , 5.9250706E-02 , 4.9705668E-02 , 4.6511993E-02 , 4.2732734E-02 , 3.8194856E-02 , 3.3966990E-02 , 2.8910925E-02 , 2.5717260E-02 , 2.1770710E-02 , 1.8851812E-02 , 1.1243010E-02 , 5.9576212E-03 , 5.1468080E-03 , 2.3705317E-03 ,-2.8789688E-03 ,-5.9424208E-03 ,-8.9485734E-03 ,-1.2221492E-02 ,-1.6496209E-02 ,-1.3856216E-02 ,-1.5046723E-02 ,-1.7007983E-02 ,-1.8842175E-02 ,-2.0790660E-02 
 2.8011416E-11 , 3.3143867E-01 , 2.8190736E-01 , 2.7205712E-01 , 2.6095984E-01 , 2.5538795E-01 , 2.4337070E-01 , 2.2867229E-01 , 2.1568810E-01 , 2.0326001E-01 , 1.9045803E-01 , 1.7881712E-01 , 1.6835397E-01 , 1.5843473E-01 , 1.4826300E-01 , 1.3887687E-01 , 1.2987669E-01 , 1.2130301E-01 , 1.1314729E-01 , 1.0512228E-01 , 9.8253708E-02 , 9.1843798E-02 , 8.8183385E-02 , 8.2927690E-02 , 7.5510266E-02 , 6.8935994E-02 , 6.4147628E-02 , 5.9472315E-02 , 4.9860861E-02 , 4.6754750E-02 , 4.2952697E-02 , 3.8407568E-02 , 3.4179762E-02 , 2.9151057E-02 , 2.5967475E-02 , 2.2020166E-02 , 1.9090958E-02 , 1.1427695E-02 , 6.1291108E-03 , 5.3628328E-03 , 2.5844291E-03 ,-2.7076530E-03 ,-5.7684815E-03 ,-8.7738251E-03 ,-1.1963705E-02 ,-1.6240341E-02 ,-1.3653926E-02 ,-1.4846282E-02 ,-1.6812421E-02 ,-1.8650369E-02 ,-2.0602400E-02 
 2.8018110E-11 , 3.3151287E-01 , 2.8213113E-01 , 2.7235065E-01 , 2.6125226E-01 , 2.5567731E-01 , 2.4362375E-01 , 2.2887114E-01 , 2.1591105E-01 , 2.0347016E-01 , 1.9060311E-01 , 1.7896051E-01 , 1.6848447E-01 , 1.5854383E-01 , 1.4837173E-01 , 1.3898657E-01 , 1.2998216E-01 , 1.2141066E-01 , 1.1323299E-01 , 1.0521017E-01 , 9.8359425E-02 , 9.1912267E-02 , 8.8288945E-02 , 8.3019548E-02 , 7.5603633E-02 , 6.9030781E-02 , 6.4239528E-02 , 5.9573234E-02 , 4.9931535E-02 , 4.6865299E-02 , 4.3052867E-02 , 3.8504436E-02 , 3.4276657E-02 , 2.9260411E-02 , 2.6081421E-02 , 2.2133767E-02 , 1.9199864E-02 , 1.1511799E-02 , 6.2072059E-03 , 5.4612090E-03 , 2.6818365E-03 ,-2.6296370E-03 ,-5.6892707E-03 ,-8.6550422E-03 ,-1.1846311E-02 ,-1.6123820E-02 ,-1.3561805E-02 ,-1.4755002E-02 ,-1.6723363E-02 ,-1.8563023E-02 ,-2.0516667E-02 
